PARENTSITE,PARENTSITE_ID,SUBSITE,SUBSITE_ID,MML_ID,BEACH_NO,FROM_TO,NO_RPT,REGION,REGNO,RCA,E_W_144,ROOK,TREND_70,TREND_90,TREND_00,CH_93R,PUPS_50,CH_PROPOSEDR,CH_93HO,NP_BRD_200,NP_NONBRD_100,CH_PROPOSEDHO,LAT,LON,HEM,SITE_ORIG/A-B,COMPLEX_ORIG,PUP,JUV,GPSID,IS_NO,SITE_NO,SEQ_NO,REDUNDANT,SUBSTR_CODE,SUBSTR_DESCR,ORIENT,NOTES,,
SEAL ROCKS,1032,SEAL ROCKS,A,166,,,1,E GULF,6,10,W,1,1,1,1,1,1,1,,,,,60.163,-146.836,W,SEAL ROCKS,,1,,SROCK,171,0,62,,"""2,4""","""COBBLE BE",ALL,,,
SEAL ROCKS (KENAI),1033,SEAL ROCKS (KENAI),A,187,,,1,E GULF,6,10,W,0,1,1,1,,,,1,1,1,1,59.520,-149.625,W,SEAL ROCKS (KENAI),,1,,SRCHS,893,0,81,,4,SLAB-ROCK ,SW,,,
STEEP POINT,1034,RAGGED/HOOF POINT,A,564,,,1,E GULF,6,10,W,0,0,1,1,,,,,,,,59.417,-150.297,W,RAGGED/HOOF POINT,STEEP POINT,1,,,,,,,,,,,,
STEEP POINT,1034,STEEP POINT,B,188,,,1,E GULF,6,10,W,0,0,0,1,,,,,1,,1,59.484,-150.257,W,STEEP POINT,STEEP POINT,1,,STEPP,931,0,82,,4*6,SLAB-ROCK ,SE,,,
THE NEEDLE,1035,THE NEEDLE,A,171,,,1,E GULF,6,10,W,0,1,1,1,,,,1,1,1,1,60.110,-147.602,W,THE NEEDLE,,1,,NEEDL,361,0,67,,4,SLAB-ROCK ,ALL,,,
WOODED (FISH),1036,WOODED (FISH),A,167A,1,FROM,1,E GULF,6,10,W,1,1,1,1,1,1,1,,,,,59.882,-147.346,W,WOODED (FISH)/A,WOODED (FISH),1,,FISHI,209,0,63,,3*6,BOULDER BE,"NE,SE",,,
WOODED (FISH),1036,WOODED (FISH)/B,B,167B,2,TO,0,E GULF,6,10,W,1,1,1,1,1,1,1,,,,,59.876,-147.350,W,WOODED (FISH)/B,WOODED (FISH),1,,FISHI,209,0,63,,3*6,BOULDER BE,"NE,SE",,,
AKWE,1101,AKWE,A,569,,,1,SE AK,5,11,E,0,0,0,0,,,,,,1,1,59.277,-139.030,W,AKWE,,1,,,12,0,,,,,,,,
ALSEK,1102,ALSEK,A,570,,,1,SE AK,5,11,E,0,0,0,0,,,,,,1,1,59.129,-138.626,W,ALSEK,,1,,,6,0,,,,,,RT added 4/4/06,,
BENJAMIN,1103,BENJAMIN,A,156,,,1,SE AK,5,11,E,0,0,0,0,,,,1,,1,1,58.562,-134.913,W,BENJAMIN,,1,,,876,0,52,,,,,,,
BERNERS BAY,1104,BERNERS BAY,A,611,,,1,SE AK,5,11,E,0,0,0,0,,,,,,,,58.753991,-135.017931,W,BERNERS BAY,,,,,,,,,,,,,,
BIALI ROCK,1105,BIALI ROCK,A,120,,,1,SE AK,5,11,E,1,0,0,0,,1,,1,,1,1,56.712,-135.342,W,BIALI ROCK,,1,,,298,0,18,,,,,,,
BLACK ROCK,1106,BLACK ROCK,A,561,,,1,SE AK,5,11,E,0,0,0,0,,,,,,,,58.325,-135.613,W,BLACK ROCK,,,,,0,0,,,,,,,,
CAPE ADDINGTON,1107,CAPE ADDINGTON,A,110,,,1,SE AK,5,11,E,0,0,0,0,,,,1,,1,,55.438,-133.822,W,CAPE ADDINGTON,,1,,,128,0,8,,,,,,,
CAPE BARTOLOME,1108,CAPE BARTOLOME,A,109,,,1,SE AK,5,11,E,0,0,0,0,,,,,,,,55.230,-133.617,W,CAPE BARTOLOME,,1,,,111,0,7,,,,,,,
CAPE BINGHAM,1109,CAPE BINGHAM,A,144A,,,1,SE AK,5,11,E,0,0,0,0,,,,,,,,58.093,-136.542,W,CAPE BINGHAM,,1,,,672,0,40,,,,,,,
CAPE BINGHAM,1109,CAPE BINGHAM,A,144B,,,1,SE AK,5,11,E,0,0,0,0,,,,,,,,58.0861,-136.5625,W,CAPE BINGHAM,,1,,,672,0,40,,,,,,,
CAPE CROSS,1110,CAPE CROSS,A,143,,,1,SE AK,5,11,E,0,1,0,0,,,,1,,,,57.912,-136.568,W,CAPE CROSS,,1,,,655,0,39,,,,,,,
CAPE FAIRWEATHER,1111,CAPE FAIRWEATHER,A,161,,,1,SE AK,5,11,E,0,1,0,0,,,,1,,,,58.792,-137.938,W,CAPE FAIRWEATHER,,1,,,961,0,57,,,,,,,
CAPE OMMANEY,1112,CAPE OMMANEY,A,117,,,1,SE AK,5,11,E,0,0,0,0,,,,1,,1,1,56.172,-134.710,W,CAPE OMMANEY,CAPE OMMANEY,1,,,247,0,15,,,,,,,
CAPE OMMANEY,1112,CAPE OMMANEY/S,B,568,,,1,SE AK,5,11,E,0,0,0,0,,,,1,,1,1,56.162,-134.670,W,CAPE OMMANEY/S,CAPE OMMANEY,1,,,,,,,,,,,,
CASE (TLINGIT) POINT,1113,CASE (TLINGIT) POINT,A,150,,,1,SE AK,5,11,E,0,0,0,0,,,,,,,,58.753,-136.248,W,CASE (TLINGIT) POINT,,1,,,774,0,46,3,,,,deleted duplicate (position from dup),,
CIRCLE POINT,1114,CIRCLE POINT,A,154,,,1,SE AK,5,11,E,0,0,0,0,,,,,,,,58.125,-134.080,W,CIRCLE POINT,,1,,,842,0,50,,,,,,,
CORONATION,1115,CORONATION,A,112,,,1,SE AK,5,11,E,0,1,0,0,,,,1,,,,55.928,-134.283,W,CORONATION,,1,,,162,0,10,,,,,,,
DOROTHY,1116,DOROTHY,A,153,,,1,SE AK,5,11,E,0,0,0,0,,,,,,,,58.237,-134.057,W,DOROTHY,,1,,,825,0,49,,,,,,,
EASTERLY,1117,EASTERLY,A,115,,,1,SE AK,5,11,E,0,0,0,0,,,,,,,,55.895,-132.088,W,EASTERLY,,1,,,213,0,13,,,,,,,
ELDRED ROCK,1118,ELDRED ROCK,A,158,,,1,SE AK,5,11,E,0,0,0,0,,,,,,,,58.972,-135.222,W,ELDRED ROCK,,1,,,910,0,54,,,,,,,
EMMONS,1119,EMMONS,A,141,,,1,SE AK,5,11,E,0,0,0,0,,,,,,,,57.607,-135.523,W,EMMONS,,1,,,621,0,37,,,,,,,
ETOLIN,1120,ETOLIN,A,116,,,1,SE AK,5,11,E,0,0,0,0,,,,,,,,56.337,-132.532,W,ETOLIN,,1,,,230,0,14,,,,,,,
FALSE POINT PYBUS,1121,FALSE POINT PYBUS,A,135,,,1,SE AK,5,11,E,0,0,0,0,,,,,,,,57.367,-133.860,W,FALSE POINT PYBUS,,1,,,519,0,31,,,,,,,
FORRESTER,1122,FORRESTER/C HORN RK,A,103,,,1,SE AK,5,11,E,1,1,0,0,1,1,,,,,,54.847,-133.550,W,FORRESTER/C HORN RK,FORRESTER,1,,,60,3,4.3,2,,,,,,
FORRESTER,1122,FORRESTER/EAST RK,B,106,,,1,SE AK,5,11,E,1,1,0,0,1,1,,,,,,54.8613,-133.5263,W,FORRESTER/EAST RK,FORRESTER,1,,,60,6,,,,,,,,
FORRESTER,1122,FORRESTER/FORRESTER ISLAND,C,101,,,1,SE AK,5,11,E,1,1,0,0,1,1,,,,,,54.838,-133.527,W,FORRESTER/FORRESTER ISLAND,FORRESTER,1,,,60,1,4.1,2,,,,,,
FORRESTER,1122,FORRESTER/LOWRIE,D,104A,1,FROM,1,SE AK,5,11,E,1,1,0,0,1,1,,,,,,54.862,-133.537,W,FORRESTER/LOWRIE/A,FORRESTER,1,,,60,4,4.4,2,,,,,,
FORRESTER,1122,FORRESTER/LOWRIE/B,E,104B,2,TO,0,SE AK,5,11,E,1,1,0,0,1,1,,,,,,54.860,-133.552,W,FORRESTER/LOWRIE/B,FORRESTER,1,,,60,4,4.4,2,,,,,,
FORRESTER,1122,FORRESTER/LOWRIE/C,F,104C,3,,0,SE AK,5,11,E,1,1,0,0,1,1,,,,,,54.854,-133.543,W,FORRESTER/LOWRIE/C,FORRESTER,1,,,60,4,4.4,2,,,,,,
FORRESTER,1122,FORRESTER/NORTH RK,G,105,,,1,SE AK,5,11,E,1,1,0,0,1,1,,,,,,54.873,-133.562,W,FORRESTER/NORTH RK,FORRESTER,1,,,60,5,4.5,2,,,,,,
FORRESTER,1122,FORRESTER/SEA LION RK,H,102,,,1,SE AK,5,11,E,1,1,0,0,1,1,,,,,,54.843,-133.535,W,FORRESTER/SEA LION RK,FORRESTER,1,,,60,2,4.2,2,,,,,,
FUNTER BAY,1123,FUNTER BAY,A,612,,,1,SE AK,5,11,E,0,0,0,0,,,,,,,,58.215493,-134.913371,W,FUNTER BAY,,,,,,,,,,,,,,
GAFF ROCK,1124,GAFF ROCK,A,560,,,1,SE AK,5,11,E,0,0,0,0,,,,,,,,58.193,-136.419,W,GAFF ROCK,,,,,0,0,,,,,,,,
GLOOMY KNOB,1125,GLOOMY KNOB,A,613,,,1,SE AK,5,11,E,0,0,0,0,,,,,,,,58.8260932,-136.464292,W,GLOOMY KNOB,,,,,,,,,,,,,,
GRAN (LEDGE) POINT,1126,GRAN (LEDGE) POINT,A,159,,,1,SE AK,5,11,E,0,0,0,0,,,,1,,1,1,59.133,-135.240,W,GRAN (LEDGE) POINT,,1,,,927,0,55,,,,,deleted duplicate record (reverse order),,
GRAVES ROCK,1127,GRAVES ROCK,A,145,,,1,SE AK,5,11,E,1,1,0,0,,1,1,1,,,,58.238,-136.757,W,GRAVES ROCK,,1,,,689,0,41,,,,,,,
GRINDALL,1128,GRINDALL,A,114,,,1,SE AK,5,11,E,0,0,0,0,,,,,,,,55.440,-132.108,W,GRINDALL,,1,,,196,0,12,,,,,,,
HAENKE,1129,HAENKE,A,622,,,1,SE AK,5,11,E,0,0,0,0,,,,,,,,59.963,-139.548,W,HAENKE,,,,,997,0,,,,,,,,
HARBOR POINT,1130,HARBOR POINT,A,160,,,1,SE AK,5,11,E,0,1,0,0,,,,,,,,58.605,-137.637,W,HARBOR POINT,,1,,,944,0,56,,,,,,,
HAZY,1131,HAZY,A,113A,1,FROM,1,SE AK,5,11,E,1,1,0,0,1,1,,,,,,55.867,-134.567,W,HAZY/A,HAZY,1,,,179,0,11,,,SM ROCKY I,"N,NW",,,
HAZY,1131,HAZY/B,B,113B,2,TO,0,SE AK,5,11,E,1,1,0,0,1,1,,,,,,55.858,-134.583,W,HAZY/B,HAZY,1,,,179,0,11,,,SM ROCKY I,"N,NW",,,
HORN CLIFF,1132,HORN CLIFF,A,126,,,1,SE AK,5,11,E,0,0,0,0,,,,,,,,56.845,-132.787,W,HORN CLIFF,,1,,,400,0,24,,,,,,,
INIAN,1133,INIAN,A,147,,,1,SE AK,5,11,E,0,0,0,0,,,,,,,,58.272,-136.400,W,INIAN,,1,,,723,0,43,,,,,,,
JACOB ROCK,1134,JACOB ROCK,A,121,,,1,SE AK,5,11,E,0,1,0,0,,,,,,,,56.788,-135.497,W,JACOB ROCK,,1,,,315,0,19,,,,,,,
KAIUCHALI (BIORKA),1135,KAIUCHALI (BIORKA),A,122,,,1,SE AK,5,11,E,0,0,0,0,,,,1,,1,1,56.833,-135.563,W,KAIUCHALI (BIORKA),,1,,,332,0,20,,,,,Deleted duplicata(Biorka/Kaiuchali),,
LARCH BAY,1136,LARCH BAY,A,118,,,1,SE AK,5,11,E,0,0,0,0,,,,,,,,56.210,-134.737,W,LARCH BAY,,1,,,264,0,16,,,,,,,
LIBBY ISLAND,,LIBBY ISLAND,A,,,,,SE AK,5,11,E,0,,,,,,,,,,,58.271,-136.792,W,,,,,,,,,,,,,NEW SITE FROM ADFG APRIL2018 SURVEYS 200+ SEA LIONS,,
LISENOI,1137,LISENOI,A,614,,,1,SE AK,5,11,E,0,0,0,0,,,,,,,,56.497922,-132.480062,W,LISENOI,,,,,,,,,,,,,,
LITTLE ISLAND,1138,LITTLE ISLAND,A,571,,,1,SE AK,5,11,E,0,0,0,0,,,,,,1,1,58.530,-135.050,W,LITTLE ISLAND,,1,,,884,0,,,,,,Added 1/21/04 by RT to accomadate ADF&G captures.,,
MET POINT,1139,MET POINT,A,157,,,1,SE AK,5,11,E,0,0,0,0,,,,,,,,58.933,-135.167,W,MET POINT,,1,,,893,0,53,,,,,,,
MIDDLE PASS ROCK,1140,MIDDLE PASS ROCK,A,558,,,1,SE AK,5,11,E,0,0,0,0,,,,,,,,58.251,-136.388,W,MIDDLE PASS ROCK,,,,,0,0,,,,,,,,
MIST,1141,MIST,A,155,,,1,SE AK,5,11,E,0,0,0,0,,,,,,,,57.988,-133.845,W,MIST,,1,,,859,0,51,,,,,,,
NOSE POINT,1142,NOSE POINT,A,615,,,1,SE AK,5,11,E,0,0,0,0,,,,,,,,55.80489,-131.7077,W,NOSE POINT,,,,,,,,,,,,,,
PATTERSON POINT,1143,PATTERSON POINT,A,124,,,1,SE AK,5,11,E,0,0,0,0,,,,,,,,56.540,-134.637,W,PATTERSON POINT,,1,,,366,0,22,,,,,,,
PINTA ROCKS,1144,PINTA ROCKS,A,128,,,1,SE AK,5,11,E,0,0,0,0,,,,,,,,57.087,-134.012,W,PINTA ROCKS,,1,,,434,0,26,,,,,,,
POINT CAROLUS,1145,POINT CAROLUS,A,148,,,1,SE AK,5,11,E,0,0,0,0,,,,,,1,1,58.367,-136.033,W,POINT CAROLUS,,1,,,740,0,44,,,,,,,
POINT ISLET (POINT ROCK),1146,POINT ISLET (POINT ROCK),A,99,,,1,SE AK,5,11,E,0,0,0,0,,,,,,,,55.153,-132.638,W,POINT ISLET (POINT ROCK),,1,,,43,0,3,,,,,Deleted duplicate (Pt Rock/Pt Islet),,
POINT LEAGUE (STEVENS PASSAGE),1147,POINT LEAGUE (STEVENS PASSAGE),A,137,,,1,SE AK,5,11,E,0,0,0,0,,,,,,,,57.607,-133.642,W,POINT LEAGUE (STEVENS PASSAGE),,1,,,553,0,33,,,,,deleted duplicate site (reverse order),,
POINT LULL,1148,POINT LULL,A,138,,,1,SE AK,5,11,E,0,0,0,0,,,,1,,,,57.310,-134.807,W,POINT LULL,,1,,,570,0,34,,,,,,,
POINT MARSDEN,1149,POINT MARSDEN,A,152,,,1,SE AK,5,11,E,0,0,0,0,,,,,,,,58.050,-134.808,W,POINT MARSDEN,,1,,,808,0,48,,,0,,,,
POINT MARSH,1150,POINT MARSH,A,98,,,1,SE AK,5,11,E,0,0,0,0,,,,,,,,54.710,-132.285,W,POINT MARSH,,1,,,26,0,2,,,,,,,
ROCKY ISLAND,1151,ROCKY ISLAND,A,608,,,1,SE AK,5,11,E,0,0,0,0,,,,,,,,58.178,-135.051,W,ROCKY ISLAND,,,,,,,,,,,,,,
ROUND ROCK,1152,ROUND ROCK,A,130,,,1,SE AK,5,11,E,0,0,0,0,,,,,,,,57.259506,-133.936457,W,ROUND ROCK,,1,,,468,0,28,,,,,,,
SAIL,1153,SAIL,A,134,,,1,SE AK,5,11,E,0,0,0,0,,,,,,1,1,57.352,-133.722,W,SAIL,,1,,,502,0,30,,,,,,,
SAKIE POINT,1154,SAKIE POINT,A,108,,,1,SE AK,5,11,E,0,0,0,0,,,,,,,,55.055,-133.237,W,SAKIE POINT,,1,,,94,0,6,,,,,,,
SEA LION ISLANDS,1155,SEA LION ISLANDS,A,140,,,1,SE AK,5,11,E,0,1,0,0,,,,,,,,57.283,-135.883,W,SEA LION ISLANDS,,1,,,604,0,36,,,,,,,
SEA LION ROCK (PUFFIN BAY),1156,SEA LION ROCK (PUFFIN BAY),A,119,,,1,SE AK,5,11,E,0,0,0,0,,,,,,,,56.252,-134.832,W,SEA LION ROCK (PUFFIN BAY),,1,,,281,0,17,,,,,,,
SITKAGI BLUFFS,1157,SITKAGI BLUFFS,A,162,,,1,SE AK,5,11,E,0,1,0,0,,,,,,,,59.708,-140.650,W,SITKAGI BLUFFS,,1,,,19,0,58,,,,,,462.48,-1881
SITUK,1158,SITUK,A,621A,,,1,SE AK,5,11,E,0,0,0,0,,,,,,,,59.424,-139.537,W,SITUK/A,SITUK,,,,,,,,,,,,445.44,-2007.78
SITUK,1158,SITUK/B,B,621B,,,1,SE AK,5,11,E,0,0,0,0,,,,,,,,59.389,-139.406,W,SITUK/B,SITUK,,,,,,,,,,,,,
SOUTH MARBLE,1159,SOUTH MARBLE,A,149,,,1,SE AK,5,11,E,0,0,0,0,,,,,1,1,1,58.645,-136.047,W,SOUTH MARBLE,,1,,,757,0,45,,,,,,,
ST. LAZARIA,1160,ST. LAZARIA,A,123,,,1,SE AK,5,11,E,0,0,0,0,,,,,,,,56.987,-135.705,W,ST. LAZARIA,,1,,,349,0,21,,,,,,,
SUKOI ISLETS,1161,SUKOI ISLETS,A,127,,,1,SE AK,5,11,E,0,0,0,0,,,,,,,,56.892,-132.923,W,SUKOI ISLETS,,,,,417,0,25,,,,,,,
SUNSET,1162,SUNSET,A,136,,,1,SE AK,5,11,E,0,0,0,0,,,,1,,1,1,57.500,-133.588,W,SUNSET,,1,,,536,0,32,,,,,,,
SUNSET POINT,1163,SUNSET POINT,A,616,,,1,SE AK,5,11,E,0,0,0,0,,,,,,,,57.490509,-133.527154,W,SUNSET POINT,,,,,,,,,,,,,,
TARR INLET,1164,TARR INLET,A,559,,,1,SE AK,5,11,E,0,0,0,0,,,,,,,,58.939873,-136.918448,W,TARR INLET,,,,,0,0,,,,,,,,
TENAKEE CANNERY POINT,1165,TENAKEE CANNERY POINT,A,139,,,1,SE AK,5,11,E,0,0,0,0,,,,,,,,57.775,-135.072,W,TENAKEE CANNERY POINT,,1,,,587,0,35,,,,,,,
THE BROTHERS,1166,THE BROTHERS/SW,A,133,,,1,SE AK,5,11,E,0,1,0,0,,,,,1,1,1,57.272,-133.873,W,THE BROTHERS/SW,THE BROTHERS,1,,,485,2,29.4,2,0,0,,,,
THE BROTHERS,1166,THE BROTHERS/W+E,B,132,,,1,SE AK,5,11,E,0,1,0,0,,,,,,1,1,57.300,-133.833,W,THE BROTHERS/W+E,THE BROTHERS,1,,,485,1,29.2,2,0,0,,,,
THE SISTERS,1167,THE SISTERS,A,151,,,1,SE AK,5,11,E,0,0,0,0,,,,,,,,58.172,-135.257,W,THE SISTERS,,1,,,791,0,47,,,,,,,
TIMBERED,1168,TIMBERED,A,111,,,1,SE AK,5,11,E,0,0,0,0,,,,1,,1,,55.697,-133.795,W,TIMBERED,,1,,,145,0,9,,,,,,,
TURNABOUT,1169,TURNABOUT,A,129,,,1,SE AK,5,11,E,0,1,0,0,,,,,,,,57.130,-133.972,W,TURNABOUT,,1,,,451,0,27,,,,,,,
VENISA,1170,VENISA,A,146,,,1,SE AK,5,11,E,0,0,0,0,,,,,,,,58.312,-136.850,W,VENISA,,1,,,706,0,42,,,,,,,
WALTER (PORT HOUGHTON),1171,WALTER (PORT HOUGHTON),A,617,,,1,SE AK,5,11,E,0,0,0,0,,,,,,,,57.310292,-133.291598,W,WALTER (PORT HOUGHTON),,,,,,,,,,,,,,
WEST ROCK,1172,WEST ROCK,A,97,,,1,SE AK,5,11,E,0,0,0,0,,,,,,,,54.813,-131.495,W,WEST ROCK,,1,,,9,0,1,,,,,,,
WHITE SISTERS,1173,WHITE SISTERS,A,142,,,1,SE AK,5,11,E,1,1,0,0,1,1,1,,,,,57.635,-136.257,W,WHITE SISTERS,,1,,,638,0,38,,,,SE,,,
WOLF ROCK,1174,WOLF ROCK,A,107,,,1,SE AK,5,11,E,0,0,0,0,,,,,,,,55.020,-133.487,W,WOLF ROCK,,1,,,77,0,5,,,,,,,
YASHA,1175,YASHA,A,125,,,1,SE AK,5,11,E,0,0,0,0,,,,,1,1,1,56.963,-134.558,W,YASHA,,1,,,383,0,23,,,,,,,
AGATTU,101,AGATTU/CAPE SABAK,A,469A,1,FROM,1,W ALEU,11,1,W,1,1,1,1,1,1,1,,,,,52.375,173.722,E,AGATTU/CAPE SABAK/A,AGATTU,1,,AGSB1,687,1,325.5,2,,BOULDER BE,"S,SW",,,
AGATTU,101,AGATTU/CAPE SABAK/B,B,469B,2,,0,W ALEU,11,1,W,1,1,1,1,1,1,1,,,,,52.363,173.696,E,AGATTU/CAPE SABAK/B,AGATTU,1,,AGSB1,687,1,325.5,2,,BOULDER BE,"S,SW",,,
AGATTU,101,AGATTU/CAPE SABAK/C,C,469C,3,TO,0,W ALEU,11,1,W,1,1,1,1,1,1,1,,,,,52.363,173.690,E,AGATTU/CAPE SABAK/C,AGATTU,1,,AGSB1,687,1,325.5,2,,BOULDER BE,"S,SW",,,
AGATTU,101,AGATTU/CAPE SABAK/D,D,469D,4,,0,W ALEU,11,1,W,0,1,1,1,,,,,,,,52.350,173.652,E,AGATTU/CAPE SABAK/D,AGATTU,1,,,,,,,,,,updated 3/12/14,,
AGATTU,101,AGATTU/GILLON POINT,E,470,,,1,W ALEU,11,1,W,1,1,1,1,1,1,1,,,,,52.402,173.355,E,AGATTU/GILLON POINT,AGATTU,1,,AGGL1,687,2,326,2,,,,,,
ALAID,102,ALAID,A,467A,1,FROM,1,W ALEU,11,1,W,0,1,1,1,,,,1,1,1,1,52.775,173.858,E,ALAID/A,ALAID,1,1,ALAI1,562,0,324.0,,,,,,,
ALAID,102,ALAID/B,B,467B,2,,0,W ALEU,11,1,W,0,1,1,1,,,,1,1,1,1,52.769,173.887,E,ALAID/B,ALAID,1,1,ALAI1,562,0,324.0,,,,,,,
ALAID,102,ALAID/C,C,467C,3,TO,0,W ALEU,11,1,W,0,1,1,1,,,,1,1,1,1,52.750,173.942,E,ALAID/C,ALAID,1,1,ALAI1,562,0,324.0,,,,,,,
ATTU,103,ATTU/CAPE WRANGELL,A,477A,1,FROM,1,W ALEU,11,1,W,1,0,1,1,1,1,1,,,,,52.910,172.465,E,ATTU/CAPE WRANGELL/A,ATTU,1,,WRNG1,937,5,328.5,2,,BOULDER BE,SW,,,
ATTU,103,ATTU/CAPE WRANGELL/B,B,477B,2,TO,0,W ALEU,11,1,W,1,0,1,1,1,1,1,,,,,52.923,172.453,E,ATTU/CAPE WRANGELL/B,ATTU,1,,WRNG1,937,5,328.5,2,,BOULDER BE,SW,,,
ATTU,103,ATTU/CHICHAGOF POINT,C,475,,,1,W ALEU,11,1,W,0,0,1,0,,,,,,,,52.943,173.265,E,ATTU/CHICHAGOF POINT,ATTU,,,CHCHG,937,3,328.3,2,,OFFSHORE R,,,,
ATTU,103,ATTU/CHIRIKOF POINT,D,474,,,1,W ALEU,11,1,W,0,0,1,0,,,,1,1,,1,52.829,173.433,E,ATTU/CHIRIKOF POINT,ATTU,,1,ATTUC,937,2,328.2,2,,OFFSHORE R,,,,
ATTU,103,ATTU/KRESTA POINT,E,476,,,1,W ALEU,11,1,W,0,0,1,0,,,,,,,,53.003,172.633,E,ATTU/KRESTA POINT,ATTU,,,KRSTA,937,4,328.4,2,,,,,,
ATTU,103,ATTU/MASSACRE BAY,F,473,,,1,W ALEU,11,1,W,0,0,1,0,,,,,,,,52.783,173.150,E,ATTU/MASSACRE BAY,ATTU,,,MASCR,937,1,328.1,2,,,,,,
BULDIR,105,BULDIR/EAST CAPE,A,461,,,1,W ALEU,11,1,W,1,0,1,1,1,1,1,,,,,52.360,175.973,E,BULDIR/EAST CAPE,BULDIR,,,BLDRE,62,1,319.1,2,,,,,,
BULDIR,105,BULDIR/NW ROCKS,B,463,,,1,W ALEU,11,1,W,0,1,1,1,1,1,1,,,,,52.386,175.847,E,BULDIR/NW ROCKS,BULDIR,1,,BLDRN,62,3,319.3,2,,,,,,
BULDIR,105,BULDIR/ROOKERY,C,462A,1,FROM,1,W ALEU,11,1,W,1,1,1,1,1,1,1,,,,,52.338,175.901,E,BULDIR/ROOKERY/A,BULDIR,1,,BLDR1,62,2,319.2,2,,OFFSH SLAB,SW,,,
BULDIR,105,BULDIR/ROOKERY/B,D,462B,2,TO,0,W ALEU,11,1,W,1,1,1,1,1,1,1,,,,,52.340,175.898,E,BULDIR/ROOKERY/B,BULDIR,1,,BLDR1,62,2,319.2,2,,OFFSH SLAB,SW,,,
DAN'S ROCKS,104,DAN'S ROCKS,A,471,,,1,W ALEU,11,1,W,0,0,0,0,,,,,,,,52.775,173.292,E,DAN'S ROCKS,,,,DANRK,812,0,327,,,,,,,
INGENSTREM ROCKS,106,INGENSTREM ROCKS,A,464,,,1,W ALEU,11,1,W,0,0,0,0,,,,,,,,52.637,174.520,E,INGENSTREM ROCKS,,,,INGEN,187,0,321,,,,,,,
NIZKI,107,NIZKI,A,466,,,1,W ALEU,11,1,W,0,0,0,0,,,,,,,,52.750,173.983,E,NIZKI,,,,NIZKI,437,0,323,,,,,,,
SHEMYA,108,SHEMYA,A,465,,,1,W ALEU,11,1,W,0,0,1,1,,,,1,1,1,1,52.733,174.145,E,SHEMYA,,,1,SHEMY,312,0,322,,,,,,,
ATKINS,702,ATKINS,A,260A,1,FROM,1,W GULF,8,7,W,1,1,1,1,1,1,1,,,,,55.055,-159.293,W,ATKINS/A,ATKINS,1,,ATKNS,284,0,151,,"""3,4""","""BOULDER B",S,,,
ATKINS,702,ATKINS/B,B,260B,2,TO,0,W GULF,8,7,W,1,1,1,1,1,1,1,,,,,55.052,-159.313,W,ATKINS/B,ATKINS,1,,ATKNS,284,0,151,,"""3,4""","""BOULDER B",S,,,
ATKULIK,803,ATKULIK,A,251,,,1,W GULF,8,8,W,0,0,0,1,,,,,,,,56.282,-157.733,W,ATKULIK,,,,ATKUL,41,0,142,,,,,,,
BIG KONIUJI,703,BIG KONIUJI,A,259,,,1,W GULF,8,7,W,0,0,0,1,,,,,,,,55.250,-159.533,W,BIG KONIUJI,,,,BKONJ,257,0,150,,,,,,,
BIRD,704,BIRD,A,292,,,1,W GULF,8,7,W,0,1,1,1,,,,1,1,1,1,54.666,-163.285,W,BIRD,,,1,BIRD1,932,0,175,,"""4,5""","""SLAB-ROCK",W,,,
BIRD (SHUMAGINS),705,BIRD (SHUMAGINS),A,596,,,1,W GULF,8,7,W,0,0,0,0,,,,,,,,54.814,-159.821,W,BIRD (SHUMAGINS),,,,,,,,,,,,,,
CASTLE ROCK,706,CASTLE ROCK,A,258,,,1,W GULF,8,7,W,0,1,1,1,,,,1,1,1,1,55.276,-159.493,W,CASTLE ROCK,,,1,CASTL,230,0,149,,3,ROCKY,,,,
CATON,707,CATON,A,289,,,1,W GULF,8,7,W,0,0,0,1,,,,1,1,,1,54.387,-162.341,W,CATON,,,,CATON,851,0,172,,,,,,,
CHANKLIUT,807,CHANKLIUT,A,253,,,1,W GULF,8,8,W,0,0,0,1,,,,,,,,56.133,-158.117,W,CHANKLIUT,,,,CHANK,95,0,144,,,,,,,
CHERNABURA,708,CHERNABURA,A,261A,1,FROM,1,W GULF,8,7,W,1,1,1,1,1,1,1,,,,,54.757,-159.600,W,CHERNABURA/A,CHERNABURA,1,1,CHRN1,311,0,152,,"""4,5""","""SLAB-ROCK",S,,,
CHERNABURA,708,CHERNABURA/B,B,261B,2,TO,0,W GULF,8,7,W,1,1,1,1,1,1,1,,,,,54.751,-159.548,W,CHERNABURA/B,CHERNABURA,1,1,CHRN1,311,0,152,,"""4,5""","""SLAB-ROCK",S,,,
CHERNI,709,CHERNI,A,287,,,1,W GULF,8,7,W,0,0,1,1,,,,,,,,54.633,-162.367,W,CHERNI,,,,CHERN,797,0,170,,,,,,,
CLUBBING ROCKS,710,CLUBBING ROCKS NORTH,A,285A,,,1,W GULF,8,7,W,1,1,1,1,1,1,1,,,,,54.713,-162.445,W,CLUBBING ROCKS NORTH/A,CLUBBING ROCKS,1,,CLUBN,770,1,169.1,2,4,SLAB-ROCK ,"""E,S""",,,
